,Unnamed: 0,item name,Время чтения,Сложность,Количество просмотров,В закладках,Комментарии,Автор,Рейтинг автора,Время публикации,Savings_per_Views,norm_ReadingTime,hour
405,405,Ускоряем Python в сто раз при помощи менее чем ста строк на Rust,15,2,15000.0,122,10,@ru_vds,657.1,2023-04-30 17:15:00,0.008133333333333333,0.1686746987951807,17
406,406,ЕС ЭВМ. Введение,34,2,6900.0,32,35,@SIISII,161.3,2023-04-30 16:15:00,0.00463768115942029,0.39759036144578314,16
407,407,Дизайн уровней в Dead Space: о психологии ужаса,4,",",3200.0,11,3,@coyote_101,-4.9,2023-04-30 15:36:00,0.0034375,0.03614457831325301,15
408,408,Загоняем Альпаку на Эльбрус (Часть 2. Оптимизации),4,1,5100.0,21,18,@AlexMih23,39.1,2023-04-30 13:31:00,0.00411764705882353,0.03614457831325301,13
409,409,FET: (F)дружелюбный (E)эффективный (T)транзистор,10,2,6600.0,72,17,@Bright_Translate,133.9,2023-04-30 13:00:00,0.01090909090909091,0.10843373493975904,13
410,410,"«Странная алгебра», философия упрощения и изобретение бита. К 107-летию со дня рождения Клода Элвуда Шеннона",7,1,7500.0,47,15,@Albert_Wesker,221.4,2023-04-30 09:05:00,0.006266666666666667,0.07228915662650602,9
411,411,Тестирование данных Excel файла с помощью Cypress,6,",",1700.0,18,8,@alex_sanzh,9.1,2023-04-30 07:13:00,0.010588235294117647,0.060240963855421686,7
412,412,Оптимизация бэкенда приложения с примерами на Symfony. Часть 2,20,",",3500.0,29,9,@Izenx,14.0,2023-04-30 06:59:00,0.008285714285714285,0.2289156626506024,6
413,413,Thief (2014): о развитии пазлов в игре,3,",",2900.0,11,3,@coyote_101,-4.9,2023-04-30 03:30:00,0.003793103448275862,0.024096385542168676,3
414,414,Цифровая стройка. Единая среда общих данных (ЕСОД),20,2,1500.0,5,6,@Kopaev_1972,0.0,2023-04-29 23:45:00,0.0033333333333333335,0.2289156626506024,23
415,415,Бэкапим Кроличьи мозги на случай ядерных войн,8,2,8700.0,32,10,@DevopsEngineerGaming,11.0,2023-04-29 22:46:00,0.0036781609195402297,0.08433734939759036,22
416,416,Мнение об интенсивах Академии Яндекса + выпускной проект,11,1,8100.0,23,13,@alexeyAP1,11.0,2023-04-29 22:07:00,0.002839506172839506,0.12048192771084337,22
417,417,Переводим статический веб-сайт на языки мира при помощи Weblate,14,3,2800.0,42,0,@rtsisyk,17.0,2023-04-29 21:34:00,0.015,0.1566265060240964,21
418,418,Как меняются ботнеты и методы борьбы с ними,4,",",2200.0,14,0,@VASExperts,16.0,2023-04-29 20:19:00,0.006363636363636364,0.03614457831325301,20
419,419,Управляем воспроизведением на Mac OS через быстрые команды iOS,1,1,1600.0,7,3,@guinmoon,-2.0,2023-04-29 19:07:00,0.004375,0.0,19
420,420,"create-react-app, но для Go?",3,1,4900.0,23,7,@blackmarllbor0,5.0,2023-04-29 17:13:00,0.004693877551020408,0.024096385542168676,17
421,421,О разнице между лямбдами и обычными функциями и о имплементации лямбд в некторых языках программирования,17,2,15000.0,77,40,@vda19999,19.4,2023-04-29 16:52:00,0.0051333333333333335,0.1927710843373494,16
422,422,Как сделать Private Routes с авторизацией через JWT token,5,2,4800.0,39,8,@Anastasia__kot,0.0,2023-04-29 16:36:00,0.008125,0.04819277108433735,16
423,423,Microsoft переписывает код ядра и некоторых библиотек Windows на языке Rust. Но зачем?,4,",",40000.0,49,224,@belich,163.0,2023-04-29 15:34:00,0.001225,0.03614457831325301,15
424,424,Искусство прогнозирования: погружение в Марковские цепи,8,2,4200.0,64,0,@MaxRokatansky,175.2,2023-04-29 15:05:00,0.015238095238095238,0.08433734939759036,15
425,425,"Информатизация вуза. Предоставление доступа в сеть Интернет. Настройка ИКС, GPO",4,",",2100.0,14,7,@shmelfrol,2.0,2023-04-29 14:35:00,0.006666666666666667,0.03614457831325301,14
426,426,Как за полчаса написать простую читалку книг FB2 для десктопа на Java,13,1,11000.0,89,70,@catmoon,13.1,2023-04-29 12:56:00,0.008090909090909091,0.14457831325301204,12
427,427,Как я сделал SPA в два раза быстрее,10,2,16000.0,148,24,@sadiolem,31.1,2023-04-29 11:48:00,0.00925,0.10843373493975904,11
428,428,Underrail: продукт мысли сумрачного сербского гения,21,1,7800.0,37,9,@GeeksCat,93.0,2023-04-29 11:01:00,0.004743589743589744,0.24096385542168675,11
429,429,Исправляем грамматику с помощью GPT-4 API,14,2,4500.0,43,11,@einhorn,15.0,2023-04-29 10:55:00,0.009555555555555555,0.1566265060240964,10
430,430,7 подходов к проверке атрибутов классов в Python,12,2,5800.0,74,8,@vldmrmlkv,6.3,2023-04-29 10:09:00,0.012758620689655173,0.13253012048192772,10
431,431,Кроссплатформенный клиент для ChatGPT,1,1,12000.0,59,23,@HemulGM,31.2,2023-04-29 08:16:00,0.004916666666666666,0.0,8
432,432,Безопасная работа с памятью в D,37,3,3000.0,12,7,@Vindex,4.0,2023-04-29 03:49:00,0.004,0.43373493975903615,3
433,433,Василиск Роко: задачка по теории игр или страшное и неизбежное будущее?,6,1,9800.0,40,126,@NechkaP,17.9,2023-04-29 00:50:00,0.004081632653061225,0.060240963855421686,0
434,434,Это что за D&D в Foundry VTT?,3,1,1400.0,6,6,@omar0275,0.0,2023-04-28 21:47:00,0.004285714285714286,0.024096385542168676,21
435,435,"Гипотеза Коллатца, часть 1",5,1,6400.0,22,63,@Martynov_M,-24.2,2023-04-28 21:42:00,0.0034375,0.04819277108433735,21
436,436,Отчёт о конференции «Магнитка 2023»,12,1,1500.0,3,9,@IgnatChuker,135.3,2023-04-28 20:16:00,0.002,0.13253012048192772,20
437,437,Бесплатный доступ к PDF 2.0,5,",",4700.0,19,2,@GlobalSign_admin,32.0,2023-04-28 20:14:00,0.004042553191489362,0.04819277108433735,20
438,438,Как отличить ChatGPT-3.5 от ChatGPT-4: разоблачение мифов,2,1,25000.0,33,76,@rajce,7.0,2023-04-28 19:07:00,0.00132,0.012048192771084338,19
439,439,Можно ли экспортировать макеты из Figma в готовое React приложение?,6,1,6000.0,30,8,@KseniaDesignSML,-3.0,2023-04-28 18:12:00,0.005,0.060240963855421686,18
440,440,«Проблема доверия в сети». Точка зрения,2,1,2800.0,13,27,@element1965,-6.0,2023-04-28 17:26:00,0.004642857142857143,0.012048192771084338,17
441,441,"Информатизация вуза. Предоставление доступа в Интернет, законодательство – часть 1",13,",",1700.0,13,1,@shmelfrol,2.0,2023-04-28 17:14:00,0.007647058823529412,0.14457831325301204,17
442,442,Оптимизируем использование памяти в приложениях Python,10,",",5200.0,84,0,@ph_piter,86.1,2023-04-28 17:13:00,0.016153846153846154,0.10843373493975904,17
443,443,Почему MVx архитектуры всегда получаются плохо,7,",",16000.0,74,17,@Lynnfield,40.0,2023-04-28 17:00:00,0.004625,0.07228915662650602,17
444,444,Satellite hunter,6,2,5400.0,35,41,@Pisikak,21.1,2023-04-28 16:47:00,0.006481481481481481,0.060240963855421686,16
445,445,"TechRetro: как решать инженерные проблемы сообща, если работаешь в кросс-функциональной структуре",7,",",717.0,7,0,@olgakram,6.0,2023-04-28 16:46:00,0.009762900976290097,0.07228915662650602,16
446,446,Ответом на задачу по упаковке цветов в бесконечной сетке оказалось число 15,7,2,7100.0,34,12,@Bright_Translate,133.9,2023-04-28 16:00:00,0.004788732394366197,0.07228915662650602,16
447,447,Cамое простое решение для Kerberos сервера на замену Microsoft AD?,3,2,4800.0,35,7,@valvalva,10.0,2023-04-28 15:59:00,0.007291666666666667,0.024096385542168676,15
448,448,Использование диаграмм Исикавы для QA,3,",",2900.0,22,1,@rikki_tikki,39.4,2023-04-28 15:24:00,0.007586206896551724,0.024096385542168676,15
449,449,Как подключить технику Xiaomi к локальному серверу на Node.js: первый шаг к настройке своего Умного дома,3,1,4700.0,51,5,@andrey_stepanov1,6.0,2023-04-28 15:19:00,0.010851063829787235,0.024096385542168676,15
450,450,Мы неправильно воспринимаем учетные записи в экосистемах,5,1,5000.0,16,11,@StepanCheltsov,5.0,2023-04-28 14:39:00,0.0032,0.04819277108433735,14
451,451,Невероятные приключения Человека-Админа: В поисках хранилища паролей,1,",",16000.0,24,34,,,2023-04-28 14:31:00,0.0015,0.0,14
452,452,Центр отраслевых кластеров ИТ-парка: почему это нужно крупным корпорациям?,4,",",217.0,1,0,@DigitalTatarstan,-6.4,2023-04-28 13:45:00,0.004608294930875576,0.03614457831325301,13
453,453,Семантический слой для Аналитики ключевых метрик – dbt Metrics vs. Cube,5,2,853.0,8,0,@kzzzr,11.0,2023-04-28 13:10:00,0.009378663540445486,0.04819277108433735,13
454,454,Spring для GraphQL,10,",",1100.0,16,1,@rikki_tikki,39.4,2023-04-28 12:56:00,0.014545454545454545,0.10843373493975904,12
455,455,Новые горизонты в оценке рисков: как источники данных помогают создать точные модели,8,",",795.0,15,2,@andrey_boyarenkov,5.0,2023-04-28 12:32:00,0.018867924528301886,0.08433734939759036,12
456,456,Основы Reactjs: отображение и передача данных,5,",",1600.0,21,1,@MaxRokatansky,175.2,2023-04-28 12:27:00,0.013125,0.04819277108433735,12
457,457,Рациональный подход к декомпозиции систем на модули или микросервисы,13,3,3300.0,63,5,@jdev,17.0,2023-04-28 12:14:00,0.019090909090909092,0.14457831325301204,12
458,458,"Модульное тестирование в iOS: всё, что надо знать. Часть 1",9,",",1300.0,11,0,@KoD4K,6.0,2023-04-28 12:03:00,0.008461538461538461,0.0963855421686747,12
459,459,Вопросы и ответы для собеседования по Kotlin. Часть 3,21,2,4000.0,54,3,@dmt_ovs,7.0,2023-04-28 11:55:00,0.0135,0.24096385542168675,11
460,460,Джунов не ждут: можно ли стать тестировщиком после курсов в 2023 году,7,",",10000.0,28,5,@APPKODE,6.0,2023-04-28 11:23:00,0.0028,0.07228915662650602,11
461,461,[Пятничное] Формирование человека по образу и подобию… БОТа,6,",",942.0,12,1,@FiloXSee,10.0,2023-04-28 11:18:00,0.012738853503184714,0.060240963855421686,11
462,462,Полезен ли сегодня быстрый обратный квадратный корень из Quake III?,23,",",58000.0,203,52,@PatientZero,217.2,2023-04-28 11:08:00,0.0035,0.26506024096385544,11
463,463,MagiKey. Магнитный ключ «на максималках»,9,1,9300.0,31,19,@MaFrance351,137.3,2023-04-28 11:01:00,0.0033333333333333335,0.0963855421686747,11
464,464,[Паттерны API] Слабая консистентность,7,3,3100.0,29,4,@forgotten,22.0,2023-04-28 10:35:00,0.00935483870967742,0.07228915662650602,10
465,465,Clean Architecture,8,1,3200.0,54,5,@MaxRokatansky,175.2,2023-04-28 10:27:00,0.016875,0.08433734939759036,10
466,466,Как мы посредством динамического троттлинга защищаем  миллионы клиентов от перегрузок,5,2,1000.0,14,0,@billing,8.0,2023-04-28 10:27:00,0.014,0.04819277108433735,10
467,467,Privileged Access Management — когда не доверяем никому,7,",",1000.0,7,0,@Andrey_Biryukov,65.0,2023-04-28 10:19:00,0.007,0.07228915662650602,10
468,468,Полезные команды GNU/Linux для разработчика. Часть 1,11,1,5400.0,132,9,@Maxilect,9.0,2023-04-28 10:12:00,0.024444444444444446,0.12048192771084337,10
469,469,Липкая нанобумага: подложка для нательных электродов из целлюлозы,14,",",932.0,18,0,@Dmytro_Kikot,146.0,2023-04-28 10:00:00,0.019313304721030045,0.1566265060240964,10
470,470,Zero Downtime и Spring Boot. Апдейтим базу,25,2,3300.0,38,3,@brastak,9.0,2023-04-28 09:50:00,0.011515151515151515,0.2891566265060241,9
471,471,PyCharm Docker Django Debug,2,1,2500.0,37,0,@anton_shbk,8.0,2023-04-28 09:36:00,0.0148,0.012048192771084338,9
472,472,Тренды Kubernetes и контейнеризации в 2023 году,14,",",11000.0,47,0,@kubelet,28.0,2023-04-28 09:19:00,0.004272727272727273,0.1566265060240964,9
